,cmap_name,ENTREZID,target
1412,NSC-94258,231,AKR1B1
1415,sulindac,231,AKR1B1
1417,hyperoside,231,AKR1B1
1418,AD-5467,231,AKR1B1
1419,quercetin,231,AKR1B1
1420,EBPC,231,AKR1B1
1422,hyperin,231,AKR1B1
1423,sorbinil,231,AKR1B1
1424,rutin,231,AKR1B1
1425,epalrestat,231,AKR1B1
1428,fidarestat,231,AKR1B1
1429,tolrestat,231,AKR1B1
1433,aspirin,1645,AKR1C1
1434,flufenamic-acid,8644,AKR1C3
1435,rutin,8644,AKR1C3
1437,diclofenac,8644,AKR1C3
1438,nabumetone,8644,AKR1C3
1439,bimatoprost,8644,AKR1C3
1440,prostaglandin,8644,AKR1C3
1442,androstenedione,8644,AKR1C3
1453,finasteride,6718,AKR1D1
1455,GSK-690693,207,AKT1
1456,myriocin,207,AKT1
1457,canertinib,207,AKT1
1458,BML-257,207,AKT1
1459,MK-2206,207,AKT1
1460,U-0126,207,AKT1
1461,triciribine,207,AKT1
1464,GDC-0068,207,AKT1
1465,enzastaurin,207,AKT1
1468,SB-203580,207,AKT1
1471,BMS-754807,207,AKT1
1473,deguelin,207,AKT1
1474,mepacrine,207,AKT1
1475,KN-62,207,AKT1
1476,bisindolylmaleimide-ix,207,AKT1
1478,SB-202190,207,AKT1
1482,PD-98059,207,AKT1
1485,oxindole-I,207,AKT1
1486,BMS-536924,207,AKT1
1487,LY-294002,207,AKT1
1488,triciribine,208,AKT2
1491,GSK-690693,208,AKT2
1492,GDC-0068,208,AKT2
1498,MK-2206,208,AKT2
1499,BX-912,208,AKT2
1500,triciribine,10000,AKT3
1502,GSK-690693,10000,AKT3
1504,MK-2206,10000,AKT3
1507,GDC-0068,10000,AKT3
1511,aminolevulinic-acid,210,ALAD
1512,erythromycin-ethylsuccinate,213,ALB
1513,erythromycin-estolate,213,ALB
1515,adipiodone,213,ALB
1518,ebselen,213,ALB
1519,retinol,216,ALDH1A1
1521,tretinoin,216,ALDH1A1
1523,retinol,8854,ALDH1A2
1524,disulfiram,8854,ALDH1A2
1525,diphenyleneiodonium,8854,ALDH1A2
1526,tretinoin,8854,ALDH1A2
1529,retinol,220,ALDH1A3
1531,disulfiram,217,ALDH2
1533,prunetin,217,ALDH2
1534,alda-1,217,ALDH2
1537,diphenyleneiodonium,217,ALDH2
1538,valproic-acid,7915,ALDH5A1
1539,diphenyleneiodonium,7915,ALDH5A1
1542,disulfiram,7915,ALDH5A1
1545,diphenyleneiodonium,501,ALDH7A1
1546,disulfiram,501,ALDH7A1
1547,NVP-TAE684,238,ALK
1548,CEP-37440,238,ALK
1549,ceritinib,238,ALK
1551,crizotinib,238,ALK
1552,alectinib,238,ALK
1554,BRD-A54632525,239,ALOX12
1555,CDC,239,ALOX12
1556,eicosatetraynoic-acid,239,ALOX12
1561,caffeic-acid,240,ALOX5
1563,BW-B70C,240,ALOX5
1564,hyperforin,240,ALOX5
1566,rhamnetin,240,ALOX5
1568,SB-203580,240,ALOX5
1571,mesalazine,240,ALOX5
1575,CDC,240,ALOX5
1577,balsalazide,240,ALOX5
1578,zileuton,240,ALOX5
1584,sulfasalazine,240,ALOX5
1585,diclofenac,240,ALOX5
1586,SB-202190,240,ALOX5
1587,RGFP-966,240,ALOX5
1589,tenidap,240,ALOX5
1592,meclofenamic-acid,240,ALOX5
1597,REV-5901,240,ALOX5
1599,montelukast,240,ALOX5
1604,PD-169316,240,ALOX5
1607,honokiol,240,ALOX5
1611,diethylcarbamazine,240,ALOX5
1613,AM-24,240,ALOX5
1617,masoprocol,240,ALOX5
1619,SKF-86002,240,ALOX5
1620,quiflapon,241,ALOX5AP
1621,BRD-K20168484,241,ALOX5AP
1623,BRD-K54331210,249,ALPL
1625,acarbose,279,AMY2A
1630,flufenamic-acid,55107,ANO1
1631,mibefradil,55107,ANO1
1632,BRD-K13872703,55107,ANO1
1634,fluoxetine,55107,ANO1
1635,niflumic-acid,55107,ANO1
1636,tosedostat,290,ANPEP
1637,ezetimibe,290,ANPEP
1638,ubenimex,290,ANPEP
1640,hydrocortisone,301,ANXA1
1641,dexamethasone,301,ANXA1
1647,amcinonide,301,ANXA1
1655,diminazene-aceturate,26,AOC1
1657,amiloride,26,AOC1
1659,hydralazine,8639,AOC3
1660,phenelzine,8639,AOC3
1662,methotrexate,316,AOX1
1663,nicotinamide,316,AOX1
1664,menadione,316,AOX1
1665,brimonidine,316,AOX1
1666,nicotine,316,AOX1
1667,BRD-K30351863,328,APEX1
1668,BRD-K00313977,328,APEX1
1671,BRD-K55186349,187,APLNR
1673,resveratrol,335,APOA1
1674,fenofibrate,335,APOA1
1675,pitavastatin,335,APOA1
1677,taxifolin,338,APOB
1679,curcumin,351,APP
1680,tramiprosate,351,APP
1681,Ro-90-7501,351,APP
1682,epicatechin,351,APP
1683,salidroside,351,APP
1684,phenserine,351,APP
1686,taxifolin,351,APP
1688,phloretin,366,AQP9
1689,guggulsterone,367,AR
1691,nandrolone,367,AR
1692,epitiostanol,367,AR
1693,ethylestrenol,367,AR
1694,mifepristone,367,AR
1695,nilutamide,367,AR
1696,pinocembrin,367,AR
1699,danazol,367,AR
1700,MK-0773,367,AR
1701,ketoconazole,367,AR
1702,apigenin,367,AR
1708,pyrvinium-pamoate,367,AR
1709,clomifene,367,AR
1710,tibolone,367,AR
1713,flufenamic-acid,367,AR
1716,spironolactone,367,AR
1717,testosterone,367,AR
1721,flutamide,367,AR
1725,galeterone,367,AR
1731,gestrinone,367,AR
1732,reichstein,367,AR
1733,myricetin,367,AR
1734,enzalutamide,367,AR
1735,ARN-509,367,AR
1737,enobosarm,367,AR
1738,ostarine,367,AR
1739,andarine,367,AR
1741,oxandrolone,367,AR
1745,BMS-641988,367,AR
1747,oxymetholone,367,AR
1749,testosterone-propionate,367,AR
1751,finasteride,367,AR
1753,levonorgestrel,367,AR
1755,eugenol,367,AR
1757,cyproterone,367,AR
1758,bicalutamide,367,AR
1759,eugenitol,367,AR
1761,RU-58841,367,AR
1765,bisphenol-a,367,AR
1781,ASC-J9,367,AR
1791,testosterone-enanthate,367,AR
1792,brefeldin-a,375,ARF1
1793,QS-11,55738,ARFGAP1
1795,brefeldin-a,10565,ARFGEF1
1796,brefeldin-a,10564,ARFGEF2
1797,inhibitor-BEC,383,ARG1
1798,inhibitor-BEC,384,ARG2
1799,DL-PDMP,427,ASAH1
1801,amiloride,41,ASIC1
1802,ibuprofen,41,ASIC1
1803,benzamil,41,ASIC1
1807,diclofenac,41,ASIC1
1808,amiloride,40,ASIC2
1810,amiloride,9311,ASIC3
1811,diclofenac,9311,ASIC3
1812,aspirin,9311,ASIC3
1813,pseudoephedrine,466,ATF1
1814,pseudoephedrine,1386,ATF2
1815,pseudoephedrine,467,ATF3
1816,pseudoephedrine,468,ATF4
1817,pseudoephedrine,22809,ATF5
1818,pseudoephedrine,22926,ATF6
1819,pseudoephedrine,11016,ATF7
1820,AICA-ribonucleotide,471,ATIC
1821,caffeine,472,ATM
1822,wortmannin,472,ATM
1823,CP-466722,472,ATM
1824,CGK-733,472,ATM
1828,KU-55933,472,ATM
1831,KU-60019,472,ATM
1834,digoxin,476,ATP1A1
1835,cymarin,476,ATP1A1
1837,ouabain,476,ATP1A1
1841,digoxigenin,476,ATP1A1
1842,strophanthidin,476,ATP1A1
1843,digitoxigenin,476,ATP1A1
1844,helveticoside,476,ATP1A1
1845,proscillaridin,476,ATP1A1
1846,bepridil,476,ATP1A1
1847,bufalin,476,ATP1A1
1852,digitoxin,476,ATP1A1
1853,etacrynic-acid,476,ATP1A1
1855,almitrine,476,ATP1A1
1856,gitoxigenin,476,ATP1A1
1857,istaroxime,476,ATP1A1
1860,cinobufagin,476,ATP1A1
1862,ciclopirox,476,ATP1A1
1864,artemether,476,ATP1A1
1865,hydroflumethiazide,476,ATP1A1
1870,diazoxide,476,ATP1A1
1872,sarmentogenin,476,ATP1A1
1876,ouabain,477,ATP1A2
1877,strophanthidin,477,ATP1A2
1878,cinobufagin,477,ATP1A2
1881,strophanthidin,478,ATP1A3
1882,cinobufagin,478,ATP1A3
1883,ouabain,478,ATP1A3
1886,cinobufagin,480,ATP1A4
1887,ouabain,480,ATP1A4
1889,strophanthidin,480,ATP1A4
1891,cinobufagin,481,ATP1B1
1892,strophanthidin,481,ATP1B1
1893,ouabain,481,ATP1B1
1896,cinobufagin,482,ATP1B2
1897,strophanthidin,482,ATP1B2
1898,ouabain,482,ATP1B2
1901,cinobufagin,483,ATP1B3
1902,strophanthidin,483,ATP1B3
1903,ouabain,483,ATP1B3
1906,cinobufagin,23439,ATP1B4
1907,ouabain,23439,ATP1B4
1908,strophanthidin,23439,ATP1B4
1911,cyclopiazonic-acid,487,ATP2A1
1913,thapsigargin,487,ATP2A1
1919,calmidazolium,490,ATP2B1
1925,esomeprazole,495,ATP4A
1926,SCH-28080,495,ATP4A
1927,lansoprazole,495,ATP4A
1928,rabeprazole,495,ATP4A
1930,omeprazole,495,ATP4A
1932,pantoprazole,495,ATP4A
1938,oligomycin-a,498,ATP5F1A
1941,oligomycin-c,498,ATP5F1A
1946,VE-821,545,ATR
1947,CGK-733,545,ATR
1948,wortmannin,545,ATR
1949,NVP-BEZ235,545,ATR
1951,VE-822,545,ATR
1954,caffeine,545,ATR
1956,ENMD-2076,6790,AURKA
1957,orantinib,6790,AURKA
1958,tozasertib,6790,AURKA
1959,MLN-8054,6790,AURKA
1964,ZM-447439,6790,AURKA
1966,GSK-1070916,6790,AURKA
1967,JNJ-7706621,6790,AURKA
1969,MK-5108,6790,AURKA
1970,alisertib,6790,AURKA
1972,barasertib,6790,AURKA
1973,AT-9283,6790,AURKA
1975,KW-2449,6790,AURKA
1976,SNS-314,6790,AURKA
1978,danusertib,6790,AURKA
2000,JWE-035,6790,AURKA
2004,reversine,6790,AURKA
2009,tozasertib,9212,AURKB
2010,orantinib,9212,AURKB
2011,SNS-314,9212,AURKB
2013,AT-9283,9212,AURKB
2014,MK-5108,9212,AURKB
2017,BRD-K97951054,9212,AURKB
2018,methylnorlichexanthone,9212,AURKB
2019,danusertib,9212,AURKB
2025,reversine,9212,AURKB
2028,ZM-447439,9212,AURKB
2032,GSK-1070916,9212,AURKB
2036,CGP-57380,9212,AURKB
2038,SU-6656,9212,AURKB
2041,JNJ-7706621,9212,AURKB
2042,barasertib,9212,AURKB
2053,barasertib-HQPA,9212,AURKB
2061,tozasertib,6795,AURKC
2062,SNS-314,6795,AURKC
2064,SU-6656,6795,AURKC
2065,danusertib,6795,AURKC
2069,barasertib,6795,AURKC
2070,GSK-1070916,6795,AURKC
2071,MK-5108,6795,AURKC
2081,lypressin,552,AVPR1A
2082,desmopressin-acetate,552,AVPR1A
2083,L-368899,552,AVPR1A
2084,relcovaptan,552,AVPR1A
2085,tolvaptan,552,AVPR1A
2086,mozavaptan,552,AVPR1A
2088,conivaptan,552,AVPR1A
2090,desmopressin-acetate,553,AVPR1B
2091,relcovaptan,553,AVPR1B
2092,lypressin,553,AVPR1B
2094,mozavaptan,553,AVPR1B
2095,mozavaptan,554,AVPR2
2096,L-368899,554,AVPR2
2097,relcovaptan,554,AVPR2
2098,lypressin,554,AVPR2
2099,tolvaptan,554,AVPR2
2100,conivaptan,554,AVPR2
2101,desmopressin-acetate,554,AVPR2
2103,BMS-777607,558,AXL
2105,R-428,558,AXL
2106,MGCD-265,558,AXL
2111,epicatechin,23621,BACE1
2112,compound-w,23621,BACE1
2113,catechin,23621,BACE1
2114,resveratrol,23621,BACE1
2117,meptazinol,590,BCHE
2118,tacrine,590,BCHE
2119,rivastigmine,590,BCHE
2120,dipivefrine,590,BCHE
2121,physostigmine,590,BCHE
2123,edrophonium,590,BCHE
2124,galantamine,590,BCHE
2125,phenserine,590,BCHE
2126,withaferin-a,590,BCHE
2129,profenamine,590,BCHE
2131,mestinon,590,BCHE
2134,BCL2-inhibitor,596,BCL2
2135,HA-14-1,596,BCL2
2136,paclitaxel,596,BCL2
2137,navitoclax,596,BCL2
2138,gambogic-acid,596,BCL2
2139,obatoclax,596,BCL2
2141,alvocidib,596,BCL2
2142,BRD-K01265221,596,BCL2
2143,ABT-737,596,BCL2
2144,docetaxel,596,BCL2
2145,cyclophosphamide,596,BCL2
2147,TW-37,596,BCL2
2148,BH3I-1,596,BCL2
2153,gossypol,596,BCL2
2154,ibuprofen,596,BCL2
2160,edaravone,596,BCL2
2168,ABT-737,598,BCL2L1
2169,TW-37,598,BCL2L1
2170,gossypol,598,BCL2L1
2171,bisbenzimide,598,BCL2L1
2172,navitoclax,598,BCL2L1
2173,BH3I-1,598,BCL2L1
2177,purpurogallin,598,BCL2L1
2181,obatoclax,598,BCL2L1
2182,navitoclax,599,BCL2L2
2183,gossypol,599,BCL2L2
2184,ABT-737,599,BCL2L2
2187,ponatinib,613,BCR
2189,tozasertib,613,BCR
2190,GNF-2,613,BCR
2192,AT-9283,613,BCR
2195,dasatinib,613,BCR
2197,imatinib,613,BCR
2198,bosutinib,613,BCR
2199,rebastinib,613,BCR
2205,metatinib,613,BCR
2209,nilotinib,613,BCR
2223,danusertib,613,BCR
2224,noscapine,624,BDKRB2
2228,phylloquinone,632,BGLAP
2229,menadione,632,BGLAP
2230,birinapant,329,BIRC2
2231,YM-155,332,BIRC5
2234,alvocidib,332,BIRC5
2235,dorsomorphin,657,BMPR1A
2236,LDN-193189,657,BMPR1A
2239,dorsomorphin,658,BMPR1B
2241,QL-XII-47,660,BMX
2242,SB-590885,673,BRAF
2243,vemurafenib,673,BRAF
2244,CEP-32496,673,BRAF
2245,regorafenib,673,BRAF
2246,AZ-628,673,BRAF
2248,sorafenib,673,BRAF
2252,PLX-4720,673,BRAF
2263,dabrafenib,673,BRAF
2266,pazopanib,673,BRAF
2272,GDC-0879,673,BRAF
2275,HG-6-64-01,673,BRAF
2277,I-BET-762,6046,BRD2
2278,LY-303511,6046,BRD2
2280,LY-303511,8019,BRD3
2281,I-BET-762,8019,BRD3
2283,I-BET-762,23476,BRD4
2284,TG-101348,23476,BRD4
2285,LY-303511,23476,BRD4
2287,BI-2536,23476,BRD4
2288,SU-6656,9024,BRSK2
2289,nicotinamide,683,BST1
2290,ibrutinib,695,BTK
2291,AVL-292,695,BTK
2292,GDC-0834,695,BTK
2294,QL-X-138,695,BTK
2295,dasatinib,695,BTK
2296,LFM-A13,695,BTK
2297,terreic-acid,695,BTK
2298,QL-XII-47,695,BTK
2299,CNX-774,695,BTK
2301,benzthiazide,759,CA1
2302,methocarbamol,759,CA1
2303,ellagic-acid,759,CA1
2304,zonisamide,759,CA1
2305,brinzolamide,759,CA1
2306,curcumin,759,CA1
2308,acetazolamide,759,CA1
2309,gallic-acid,759,CA1
2310,methazolamide,759,CA1
2312,coumarin,759,CA1
2313,catechin,759,CA1
2314,amlodipine,759,CA1
2315,topiramate,759,CA1
2316,hydroflumethiazide,759,CA1
2319,herniarin,759,CA1
2325,diclofenamide,759,CA1
2326,bendroflumethiazide,759,CA1
2327,dorzolamide,759,CA1
2331,fraxidin,759,CA1
2334,sulpiride,759,CA1
2338,diazoxide,759,CA1
2341,chlortalidone,759,CA1
2342,zonisamide,56934,CA10
2343,zonisamide,770,CA11
2344,curcumin,771,CA12
2345,ellagic-acid,771,CA12
2347,umbelliferone,771,CA12
2348,valdecoxib,771,CA12
2349,benzthiazide,771,CA12
2350,brinzolamide,771,CA12
2351,catechin,771,CA12
2354,diclofenamide,771,CA12
2355,acetazolamide,771,CA12
2356,zonisamide,771,CA12
2358,celecoxib,771,CA12
2360,methazolamide,771,CA12
2362,mafenide,771,CA12
2365,topiramate,771,CA12
2367,chlortalidone,771,CA12
2368,fraxidin,771,CA12
2371,herniarin,771,CA12
2372,coumarin,771,CA12
2373,resorcinol,771,CA12
2375,hydroflumethiazide,771,CA12
2376,sulpiride,771,CA12
2378,zonisamide,377677,CA13
2379,ellagic-acid,23632,CA14
2381,acetazolamide,23632,CA14
2382,chlortalidone,23632,CA14
2383,methazolamide,23632,CA14
2386,curcumin,23632,CA14
2389,resorcinol,23632,CA14
2390,mafenide,23632,CA14
2391,zonisamide,23632,CA14
2393,brinzolamide,23632,CA14
2394,catechin,23632,CA14
2395,herniarin,23632,CA14
2396,coumarin,23632,CA14
2398,diazoxide,760,CA2
2399,methazolamide,760,CA2
2400,hydroflumethiazide,760,CA2
2401,cyclothiazide,760,CA2
2402,ellagic-acid,760,CA2
2403,metolazone,760,CA2
2405,diclofenamide,760,CA2
2406,brinzolamide,760,CA2
2407,acetazolamide,760,CA2
2408,dorzolamide,760,CA2
2411,catechin,760,CA2
2415,mafenide,760,CA2
2416,topiramate,760,CA2
2417,bendroflumethiazide,760,CA2
2418,benzthiazide,760,CA2
2420,resorcinol,760,CA2
2424,curcumin,760,CA2
2429,zonisamide,760,CA2
2430,chlorothiazide,760,CA2
2432,coumarin,760,CA2
2433,zonisamide,761,CA3
2434,catechin,762,CA4
2435,ellagic-acid,762,CA4
2436,benzthiazide,762,CA4
2438,chlortalidone,762,CA4
2441,curcumin,762,CA4
2442,mafenide,762,CA4
2443,diclofenamide,762,CA4
2444,topiramate,762,CA4
2445,coumarin,762,CA4
2446,brinzolamide,762,CA4
2447,herniarin,762,CA4
2449,zonisamide,762,CA4
2450,acetazolamide,762,CA4
2453,methazolamide,762,CA4
2454,hydroflumethiazide,762,CA4
2455,bendroflumethiazide,762,CA4
2462,zonisamide,763,CA5A
2463,brinzolamide,763,CA5A
2464,zonisamide,11238,CA5B
2465,catechin,765,CA6
2466,ellagic-acid,765,CA6
2467,herniarin,765,CA6
2471,mafenide,765,CA6
2472,coumarin,765,CA6
2475,curcumin,765,CA6
2476,zonisamide,765,CA6
2480,zonisamide,766,CA7
2481,methazolamide,766,CA7
2482,diclofenamide,766,CA7
2483,sulpiride,766,CA7
2485,metolazone,766,CA7
2486,topiramate,766,CA7
2488,brinzolamide,766,CA7
2493,chlortalidone,766,CA7
2494,indapamide,766,CA7
2497,acetazolamide,766,CA7
2499,zonisamide,767,CA8
2500,umbelliferone,768,CA9
2501,ellagic-acid,768,CA9
2503,mafenide,768,CA9
2504,herniarin,768,CA9
2505,curcumin,768,CA9
2506,catechin,768,CA9
2509,benzthiazide,768,CA9
2510,hydroflumethiazide,768,CA9
2512,zonisamide,768,CA9
2514,coumarin,768,CA9
2518,verapamil,773,CACNA1A
2519,loperamide,773,CACNA1A
2520,spironolactone,773,CACNA1A
2521,bepridil,773,CACNA1A
2522,levetiracetam,774,CACNA1B
2523,BRD-K56658166,774,CACNA1B
2524,Z160,774,CACNA1B
2526,gabapentin,774,CACNA1B
2527,cilnidipine,774,CACNA1B
2528,lomerizine,774,CACNA1B
2531,amlodipine,774,CACNA1B
2533,verapamil,774,CACNA1B
2534,hesperidin,774,CACNA1B
2536,spironolactone,774,CACNA1B
2538,nimodipine,775,CACNA1C
2539,FPL-64176,775,CACNA1C
2540,nifedipine,775,CACNA1C
2541,ibutilide,775,CACNA1C
2542,felodipine,775,CACNA1C
2543,dilazep,775,CACNA1C
2544,diltiazem,775,CACNA1C
2545,niguldipine,775,CACNA1C
2549,lacidipine,775,CACNA1C
2551,nilvadipine,775,CACNA1C
2552,spironolactone,775,CACNA1C
2553,amlodipine,775,CACNA1C
2554,bepridil,775,CACNA1C
2555,mibefradil,775,CACNA1C
2556,buflomedil,775,CACNA1C
2557,cinnarizine,775,CACNA1C
2562,isradipine,775,CACNA1C
2563,nicardipine,775,CACNA1C
2564,nitrendipine,775,CACNA1C
2566,benidipine,775,CACNA1C
2569,nisoldipine,775,CACNA1C
2579,cleviprex,775,CACNA1C
2580,BAY-K8644,775,CACNA1C
2581,verapamil,775,CACNA1C
2590,manidipine,775,CACNA1C
2598,pinaverium,775,CACNA1C
2600,otilonium,775,CACNA1C
2603,cilnidipine,775,CACNA1C
2606,pranidipine,775,CACNA1C
2610,nimodipine,776,CACNA1D
2612,isradipine,776,CACNA1D
2613,cleviprex,776,CACNA1D
2615,nisoldipine,776,CACNA1D
2616,nitrendipine,776,CACNA1D
2617,nifedipine,776,CACNA1D
2618,amlodipine,776,CACNA1D
2620,nicardipine,776,CACNA1D
2623,verapamil,776,CACNA1D
2627,spironolactone,776,CACNA1D
2629,cinnarizine,776,CACNA1D
2630,nilvadipine,776,CACNA1D
2632,felodipine,776,CACNA1D
2638,mibefradil,776,CACNA1D
2645,cinnarizine,778,CACNA1F
2646,nifedipine,778,CACNA1F
2647,cleviprex,778,CACNA1F
2648,mibefradil,778,CACNA1F
2651,isradipine,778,CACNA1F
2653,spironolactone,778,CACNA1F
2656,nimodipine,778,CACNA1F
2658,verapamil,778,CACNA1F
2663,verapamil,8913,CACNA1G
2664,penfluridol,8913,CACNA1G
2665,spironolactone,8913,CACNA1G
2666,benidipine,8913,CACNA1G
2667,mibefradil,8913,CACNA1G
2668,VU-0413807-2,8913,CACNA1G
2669,flunarizine,8913,CACNA1G
2672,trimethadione,8913,CACNA1G
2673,anandamide,8913,CACNA1G
2674,ethosuximide,8913,CACNA1G
2681,cinnarizine,8913,CACNA1G
2683,zonisamide,8913,CACNA1G
2685,anandamide,8912,CACNA1H
2686,mibefradil,8912,CACNA1H
2687,cinnarizine,8912,CACNA1H
2688,nifedipine,8912,CACNA1H
2689,VU-0413807-2,8912,CACNA1H
2691,flunarizine,8912,CACNA1H
2692,felodipine,8912,CACNA1H
2693,nitrendipine,8912,CACNA1H
2694,spironolactone,8912,CACNA1H
2695,bepridil,8912,CACNA1H
2697,amiodarone,8912,CACNA1H
2698,zonisamide,8912,CACNA1H
2701,isradipine,8912,CACNA1H
2710,mibefradil,8911,CACNA1I
2711,anandamide,8911,CACNA1I
2713,flunarizine,8911,CACNA1I
2716,cinnarizine,8911,CACNA1I
2717,zonisamide,8911,CACNA1I
2718,verapamil,8911,CACNA1I
2719,VU-0413807-2,8911,CACNA1I
2722,spironolactone,8911,CACNA1I
2724,pimozide,8911,CACNA1I
2725,verapamil,779,CACNA1S
2726,nisoldipine,779,CACNA1S
2727,nimodipine,779,CACNA1S
2728,amlodipine,779,CACNA1S
2729,FPL-64176,779,CACNA1S
2732,nifedipine,779,CACNA1S
2733,isradipine,779,CACNA1S
2734,cleviprex,779,CACNA1S
2741,cinnarizine,779,CACNA1S
2743,spironolactone,779,CACNA1S
2744,diltiazem,779,CACNA1S
2745,nitrendipine,779,CACNA1S
2747,mibefradil,779,CACNA1S
2750,felodipine,779,CACNA1S
2759,amlodipine,781,CACNA2D1
2761,isradipine,781,CACNA2D1
2762,felodipine,781,CACNA2D1
2766,nisoldipine,781,CACNA2D1
2767,nifedipine,781,CACNA2D1
2769,nicardipine,781,CACNA2D1
2770,gabapentin,781,CACNA2D1
2771,nitrendipine,781,CACNA2D1
2773,diltiazem,781,CACNA2D1
2779,spironolactone,781,CACNA2D1
2784,spironolactone,9254,CACNA2D2
2785,nitrendipine,9254,CACNA2D2
2786,isradipine,9254,CACNA2D2
2787,amiodarone,9254,CACNA2D2
2788,gabapentin,9254,CACNA2D2
2789,felodipine,9254,CACNA2D2
2791,bepridil,9254,CACNA2D2
2794,amlodipine,55799,CACNA2D3
2796,spironolactone,55799,CACNA2D3
2797,mibefradil,782,CACNB1
2798,spironolactone,782,CACNB1
2799,amlodipine,782,CACNB1
2801,verapamil,782,CACNB1
2802,nimodipine,782,CACNB1
2805,mibefradil,783,CACNB2
2806,amlodipine,783,CACNB2
2807,spironolactone,783,CACNB2
2808,nifedipine,783,CACNB2
2809,nisoldipine,783,CACNB2
2810,nicardipine,783,CACNB2
2812,nitrendipine,783,CACNB2
2813,nimodipine,783,CACNB2
2814,felodipine,783,CACNB2
2819,verapamil,783,CACNB2
2820,isradipine,783,CACNB2
2823,nimodipine,784,CACNB3
2824,verapamil,784,CACNB3
2826,mibefradil,784,CACNB3
2827,spironolactone,784,CACNB3
2829,nimodipine,785,CACNB4
2830,verapamil,785,CACNB4
2832,mibefradil,785,CACNB4
2834,spironolactone,785,CACNB4
2835,nitrendipine,786,CACNG1
2836,diltiazem,786,CACNG1
2838,spironolactone,786,CACNG1
2841,fluspirilene,786,CACNG1
2842,sparfosic-acid,790,CAD
2843,BMS-927711,796,CALCA
2844,MK-3207,796,CALCA
2845,telcagepant,10203,CALCRL
2846,BMS-927711,10203,CALCRL
2847,MK-3207,10203,CALCRL
2848,perphenazine,801,CALM1
2849,berbamine,801,CALM1
2850,bepridil,801,CALM1
2851,W-13,801,CALM1
2852,felodipine,801,CALM1
2854,phenoxybenzamine,801,CALM1
2855,flunarizine,801,CALM1
2857,nicardipine,801,CALM1
2858,fluphenazine,801,CALM1
2859,zaldaride,801,CALM1
2860,nifedipine,801,CALM1
2861,W-7,801,CALM1
2864,loperamide,801,CALM1
2867,trifluoperazine,801,CALM1
2868,pimozide,801,CALM1
2870,SU-6656,801,CALM1
2871,W-9,805,CALM2
2873,W-7,805,CALM2
2874,trifluoperazine,50632,CALY
2875,indolophenanthridine,50632,CALY
2876,clozapine,50632,CALY
2877,bosutinib,57118,CAMK1D
2878,SU-11652,57172,CAMK1G
2879,NM-PP1,815,CAMK2A
2880,TAS-301,815,CAMK2A
2881,trifluoperazine,815,CAMK2A
2882,CHEMBL-1222381,815,CAMK2A
2883,lavendustin-c,815,CAMK2A
2884,KN-62,815,CAMK2A
2886,KN-93,815,CAMK2A
2891,staurosporine,816,CAMK2B
2893,SU-6656,817,CAMK2D
2894,bosutinib,818,CAMK2G
2897,STO-609,84254,CAMKK1
2899,STO-609,10645,CAMKK2
2901,cyclosporin-a,819,CAMLG
2905,MDL-28170,823,CAPN1
2907,BRD-K48969316,834,CASP1
2908,VX-765,834,CASP1
2910,sanguinarium-chloride,836,CASP3
2912,EMF-BCA1-64,836,CASP3
2913,PAC-1,836,CASP3
2914,ivachtin,836,CASP3
2915,SA-94315,836,CASP3
2916,DBeQ,836,CASP3
2917,PETCM,836,CASP3
2919,betulinic-acid,836,CASP3
2921,BRD-K87426499,836,CASP3
2922,AZ-10417808,836,CASP3
2927,amygdalin,836,CASP3
2929,celecoxib,836,CASP3
2930,BRD-K30064966,836,CASP3
2932,EMF-BCA1-57,836,CASP3
2937,BRD-A05680309,841,CASP8
2940,betulinic-acid,841,CASP8
2941,NS-3694,842,CASP9
2942,cinacalcet,846,CASR
2944,mibefradil,117144,CATSPER1
2945,progesterone,117144,CATSPER1
2946,NNC-55-0396,117144,CATSPER1
2948,dinoprostone,117144,CATSPER1
2950,mibefradil,117155,CATSPER2
2952,progesterone,117155,CATSPER2
2954,NNC-55-0396,117155,CATSPER2
2955,dinoprostone,117155,CATSPER2
2956,progesterone,347732,CATSPER3
2957,mibefradil,347732,CATSPER3
2958,dinoprostone,347732,CATSPER3
2960,NNC-55-0396,347732,CATSPER3
2962,progesterone,378807,CATSPER4
2963,NNC-55-0396,378807,CATSPER4
2965,dinoprostone,378807,CATSPER4
2966,mibefradil,378807,CATSPER4
2968,sofalcone,873,CBR1
2969,devazepide,886,CCKAR
2971,lorglumide,886,CCKAR
2972,BRD-K28680267,886,CCKAR
2973,dexloxiglumide,886,CCKAR
2974,SR-27897,886,CCKAR
2976,benzotript,886,CCKAR
2977,proglumide,886,CCKAR
2978,benzotript,887,CCKBR
2979,lorglumide,887,CCKBR
2980,devazepide,887,CCKBR
2981,LY-225910,887,CCKBR
2982,LY-288513,887,CCKBR
2985,proglumide,887,CCKBR
2986,troglitazone,6347,CCL2
2987,RS-504393,6347,CCL2
2988,bindarit,6347,CCL2
2989,danazol,6347,CCL2
2992,bindarit,6354,CCL7
2993,bindarit,6355,CCL8
2994,SB-216763,890,CCNA2
2995,kenpaullone,891,CCNB1
2996,midostaurin,891,CCNB1
2997,purvalanol-a,595,CCND1
2998,PHA-793887,595,CCND1
2999,curcumin,595,CCND1
3000,arcyriaflavin-a,595,CCND1
